,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
341,Port Blair,IN,11.6667,92.75,80.64,83,40,2.3
342,Lata,PT,40.1629,-8.3327,54.81,70,100,2.53
343,Pangody,RU,65.85,74.4859,-13.92,100,95,5.97
344,Takoradi,GH,4.8845,-1.7554,81.66,80,98,11.36
345,Korla,CN,41.7597,86.1469,41.52,50,40,1.66
346,Cheremnoye,RU,53.1697,83.2133,21.79,91,91,9.8
347,Evensk,RU,61.95,159.2333,-24.38,97,100,6.33
348,San Jeronimo,PE,-11.9472,-75.2829,64.56,53,99,6.69
349,Sibenik,HR,43.7272,15.9058,51.46,58,6,3.0
350,Huarmey,PE,-10.0681,-78.1522,78.3,73,55,10.2
351,Fare,PF,-16.7,-151.0167,80.82,77,100,9.93
352,Raton,US,36.9034,-104.4391,43.41,33,0,13.8
353,Mackenzie,CA,55.2999,-123.1698,19.62,45,0,3.44
354,Leningradskiy,RU,69.3833,178.4167,-17.99,97,99,10.54
355,Seoul,KR,37.5683,126.9778,33.4,90,20,1.14
356,Byumba,RW,-1.5763,30.0675,64.6,84,63,1.57
357,Ostrovnoy,RU,68.0531,39.5131,10.89,91,100,8.08
358,Rio Gallegos,AR,-51.6226,-69.2181,55.45,24,75,16.11
359,Tigil,RU,57.8,158.6667,-15.21,100,91,5.26
360,Nemuro,JP,43.3236,145.575,24.66,79,9,11.88
361,Port Lincoln,AU,-34.7333,135.8667,64.31,76,45,7.09
362,Pierre,US,44.3683,-100.351,42.85,58,0,12.66
363,Staunton,US,38.1496,-79.0717,54.07,47,0,14.97
364,Ibra,OM,22.6906,58.5334,72.73,53,55,7.25
365,Santander,ES,43.4647,-3.8044,49.46,75,0,8.99
366,Otuzco,PE,-7.9,-78.5833,56.88,85,100,7.61
367,Ulladulla,AU,-35.35,150.4667,63.68,92,14,6.06
368,Nantucket,US,41.2835,-70.0995,42.91,90,100,31.07
369,Shaping,CN,22.7545,112.9565,69.82,62,0,3.89
370,Tucupita,VE,9.0622,-62.051,85.93,55,34,10.27
371,Marystown,CA,47.1666,-55.1483,25.21,67,58,17.96
372,Matara,LK,5.9485,80.5353,77.92,81,98,12.77
373,Vao,NC,-22.6667,167.4833,76.77,78,51,18.99
374,Vagur,FO,61.4732,-6.8119,41.0,85,100,10.74
375,Cankuzo,BI,-3.1333,30.5833,62.58,87,94,1.01
376,Carauari,BR,-4.8828,-66.8958,83.39,86,89,3.94
377,Muroto,JP,33.2833,134.15,51.98,63,100,11.68
378,Talcahuano,CL,-36.7167,-73.1167,76.68,41,0,14.97
379,Makakilo City,US,21.3469,-158.0858,74.44,73,93,9.82
380,Haines Junction,CA,60.7522,-137.5108,3.15,55,97,9.22
381,Providencia,MX,28.7167,-111.5833,73.42,34,0,2.39
382,Tezu,IN,27.9167,96.1667,67.35,41,12,4.99
383,Valparaiso,CL,-33.0393,-71.6273,71.83,66,40,13.8
384,Dauphin,CA,51.1494,-100.0502,23.14,74,0,9.22
385,Cherskiy,RU,68.75,161.3,-41.24,97,37,3.18
386,Brewster,US,41.3973,-73.6171,42.91,87,99,1.01
387,Manono,CD,-7.3,27.4167,73.06,88,73,1.99
388,Jishou,CN,28.3167,109.7167,55.62,63,21,0.49
389,Gobabis,NA,-22.45,18.9667,77.77,19,6,11.92
390,Ebebiyin,GQ,2.1511,11.3353,75.45,80,100,4.16
391,Odweyne,SO,9.4092,45.064,73.13,60,1,4.88
392,Zamboanguita,PH,9.1025,123.1996,78.75,85,20,11.63
393,Turukhansk,RU,65.8167,87.9833,-3.39,98,100,10.31
394,Asyut,EG,27.181,31.1837,80.78,10,0,4.63
395,Kungalv,SE,57.871,11.9805,33.19,51,39,4.36
396,Port Keats,AU,-14.25,129.55,81.3,83,100,10.47
397,Neuquen,AR,-38.9516,-68.0591,84.09,28,0,5.75
398,Yangambi,CD,0.8102,24.4336,79.77,48,99,2.82
399,San Cristobal,VE,7.7669,-72.225,77.18,68,99,5.84
400,Eureka,US,40.8021,-124.1637,42.93,96,100,4.0
401,Katobu,ID,-4.9408,122.5276,73.94,94,100,1.01
402,Waddan,LY,29.1614,16.139,62.13,33,9,9.24
403,Svetlogorsk,BY,52.6333,29.7333,29.26,62,100,15.19
404,Rudbar,AF,30.15,62.6,71.71,34,46,7.72
405,Zatoka,UA,46.0725,30.4654,43.52,83,16,17.74
406,Santa Isabel,BR,-23.3156,-46.2214,83.5,88,100,7.65
407,Khasan,RU,42.4308,130.6434,30.9,83,4,2.35
408,Alyangula,AU,-13.8483,136.4192,78.46,82,100,18.7
409,Marzuq,YE,14.4,46.4667,66.04,71,3,5.55
410,Sisimiut,GL,66.9395,-53.6735,28.26,85,10,3.31
411,Grand Gaube,MU,-20.0064,57.6608,81.37,78,100,11.68
412,Borova,UA,50.1763,30.1043,36.34,67,98,18.37
413,Pandan,PH,14.0453,124.1694,75.06,85,100,19.46
414,Axim,GH,4.8699,-2.2405,81.59,80,100,10.6
415,Vostok,RU,46.4856,135.8833,11.17,92,7,6.29
416,Pak Phanang,TH,8.3511,100.202,77.22,79,97,7.81
417,Atar,MR,20.5169,-13.0499,83.17,16,5,11.27
418,Cervo,ES,43.6702,-7.4101,50.97,80,0,13.87
419,Soke,ML,13.598,-5.9386,91.94,10,2,4.7
420,Olhao,PT,37.0286,-7.8411,58.89,72,0,0.0
421,Arkhangelsk,RU,64.5401,40.5433,5.11,92,0,6.71
422,Ayan,RU,56.45,138.1667,2.71,98,100,3.62
423,Egvekinot,RU,66.3167,-179.1667,-11.31,97,100,12.19
424,Fort Nelson,CA,58.8053,-122.7002,2.95,52,20,11.5
425,Ambanja,MG,-13.6833,48.45,75.2,93,100,1.5
426,Novosheshminsk,RU,55.0651,51.2338,28.87,96,98,9.51
427,Wainwright,CA,52.839,-110.8572,14.99,87,80,8.99
428,Vernon,CA,50.2581,-119.2691,38.61,60,100,3.44
429,Thinadhoo,MV,0.5333,72.9333,82.15,72,59,7.78
430,Puerto Colombia,CO,10.9878,-74.9547,89.69,74,94,21.88
431,Broken Hill,AU,-31.95,141.4333,69.33,33,0,2.75
432,Qinhuangdao,CN,39.9317,119.5883,37.45,76,3,2.73
433,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,-5.21,65,0,8.95
434,Fukuma,JP,33.7667,130.4667,42.8,69,1,9.37
435,Norman Wells,CA,65.282,-126.8329,-16.56,69,20,14.97
436,Karratha,AU,-20.7377,116.8463,84.56,72,100,6.42
437,Severodvinsk,RU,64.5635,39.8302,5.11,99,61,5.75
438,Boden,SE,65.8252,21.6886,28.4,92,100,7.16
439,Havoysund,NO,70.9963,24.6622,28.63,92,100,36.06
440,Bandarbeyla,SO,9.4942,50.8122,77.49,76,0,13.82
441,Bhag,PK,29.0415,67.8239,77.07,41,6,5.32
442,Cabedelo,BR,-6.9811,-34.8339,88.47,69,100,12.71
443,Auly,UA,48.5271,34.4949,41.16,66,12,16.93
444,Ambilobe,MG,-13.2,49.05,74.03,96,99,0.6
445,Amapa,BR,1.0,-52.0,79.14,94,41,4.27
446,Mafinga,TZ,-7.25,35.0667,66.92,93,98,1.5
447,Yeppoon,AU,-23.1333,150.7333,69.58,84,33,11.74
448,Arman,RU,59.7,150.1667,-26.36,97,56,5.91
449,Kozulka,UA,50.0351,23.797,33.12,87,98,17.76
450,Tondano,ID,1.3038,124.9112,68.09,94,99,3.18
451,Donji Vakuf,BA,44.1436,17.4,37.85,94,94,1.34
452,Nandu,CN,22.8525,110.8233,64.24,68,0,0.87
453,Batagay,RU,67.6333,134.6333,-9.22,99,100,1.72
454,Koungou,YT,-12.7336,45.2042,83.91,79,40,11.5
455,Palasa,IN,18.7667,84.4167,73.17,50,0,5.84
456,Coquimbo,CL,-29.9533,-71.3436,69.53,73,0,13.8
457,Zaragoza,ES,41.6561,-0.8773,52.25,55,0,10.36
458,Hyeres,FR,43.1167,6.1167,56.95,47,0,3.44
459,Kaeo,NZ,-35.1,173.7833,61.32,94,18,5.84
460,Tura,IN,25.5198,90.2201,68.88,41,0,2.91
461,Namibe,AO,-15.1961,12.1522,70.18,71,0,12.3
462,Tilichiki,RU,60.4667,166.1,-31.5,97,15,6.64
463,Gimli,CA,50.6336,-96.9907,24.82,93,22,4.61
464,Damoh,IN,23.8333,79.45,74.43,26,6,5.5
465,Hatillo,PR,18.4863,-66.8254,87.57,73,8,15.01
466,Catuday,PH,16.2923,119.8062,73.33,75,5,7.09
467,Sibolga,ID,1.7427,98.7792,75.11,91,100,1.41
468,Paranavai,BR,-23.0731,-52.4653,81.39,77,18,8.68
469,Mezen,RU,65.8522,44.24,-6.97,100,98,2.42
470,Ouadda,CF,8.0777,22.4007,77.59,14,18,5.26
471,Chapais,CA,49.7834,-74.8492,26.38,78,100,3.47
472,Sorland,NO,67.667,12.6934,33.66,90,100,42.01
473,Casper,US,42.8666,-106.3131,31.71,56,0,17.27
474,Mufumbwe,ZM,-13.6833,24.8,66.72,93,66,3.31
475,San Francisco,US,37.7749,-122.4194,54.52,84,100,21.85
476,Beringovskiy,RU,63.05,179.3167,2.46,95,100,12.88
477,Lagoa,PT,39.05,-27.9833,57.42,66,100,13.76
478,Rincon,US,32.296,-81.2354,78.91,43,100,1.01
479,Mount Gambier,AU,-37.8333,140.7667,53.11,96,8,3.8
480,Abonnema,NG,4.7084,6.7931,82.13,76,87,8.68
481,Orsta,NO,62.2029,6.1272,36.21,69,75,10.36
482,Sestri Levante,IT,44.2732,9.3968,56.07,75,11,1.99
483,Yulara,AU,-25.2406,130.9889,70.03,19,0,5.77
484,Rafai,CF,4.95,23.9167,81.03,31,77,1.3
485,Saint-Francois,FR,46.4154,3.9054,39.96,70,35,9.22
486,Acarau,BR,-2.8856,-40.12,82.47,79,100,13.73
487,Nanakuli,US,21.3906,-158.1547,75.87,70,92,8.05
488,Byron Bay,AU,-28.65,153.6167,65.95,84,94,4.72
489,Tres Arroyos,AR,-38.3739,-60.2798,80.51,17,5,13.06
490,Bilibino,RU,68.0546,166.4372,-14.13,93,100,1.12
491,Caranavi,BO,-15.8167,-67.55,81.45,63,78,4.23
492,Praya,CV,14.9215,-23.5087,79.34,41,40,17.27
493,Mayo,US,38.8876,-76.5119,57.67,47,0,18.41
494,Lasa,IT,46.6166,10.7002,35.69,86,26,5.97
495,Cocorit,MX,27.5833,-109.9667,71.94,14,0,4.97
496,Escarcega,MX,18.6089,-90.7454,94.73,38,39,5.5
497,Kysyl-Syr,RU,63.8986,122.7617,-1.16,99,89,5.82
498,Isangel,VU,-19.55,169.2667,78.33,87,83,6.02
499,Natal,BR,-5.795,-35.2094,86.65,62,20,17.27
500,Tecoanapa,MX,16.5167,-98.75,83.21,60,2,10.36
501,Cockburn Town,TC,21.4612,-71.1419,82.36,61,40,13.8
502,La Ronge,CA,55.1001,-105.2842,8.85,56,75,11.5
503,Osorno,CL,-40.5667,-73.15,78.26,28,0,5.75
504,Qandala,SO,11.472,49.8728,78.22,74,7,4.94
505,Gamba,GA,-2.65,10.0,78.85,85,100,6.78
506,Murmashi,RU,68.8154,32.8115,19.81,100,0,0.0
507,Atikokan,CA,48.7555,-91.6216,29.66,87,100,6.42
508,Port Hardy,CA,50.6996,-127.4199,41.18,75,75,13.8
509,Xinqing,CN,48.2333,129.5,18.95,86,7,4.76
510,Maua,BR,-23.6678,-46.4614,82.36,65,100,7.07
511,Vila,PT,42.0304,-8.1588,43.68,71,2,2.19
512,Tres Picos,MX,15.8667,-93.5333,89.62,45,5,10.29
513,Anuradhapura,LK,8.3565,80.4173,72.52,96,89,5.03
514,Sibut,CF,5.718,19.0739,89.82,31,92,2.57
515,Saint-Augustin,CA,51.226,-58.6502,17.55,71,100,7.05
516,Hirara,JP,24.8,125.2833,65.91,59,95,17.58
517,Lekoni,GA,-1.5843,14.2591,87.33,40,95,1.7
518,Yurty,RU,56.0498,97.6348,18.45,79,100,11.25
519,Tongliao,CN,43.6125,122.2653,35.15,55,0,9.35
520,Charagua,BO,-19.8,-63.2167,89.17,60,97,2.86
521,Pervomayskoye,RU,43.919,46.7102,40.98,87,90,6.64
522,Sinnamary,GF,5.3833,-52.95,79.99,80,47,14.79
523,Datong,CN,40.0936,113.2914,37.35,28,0,4.43
524,Tenenkou,ML,14.4572,-4.9169,90.63,10,0,5.21
525,Jaru,BR,-10.4389,-62.4664,86.52,72,96,2.57
526,Jacareacanga,BR,-6.2222,-57.7528,83.98,81,98,4.38
527,Mukhen,RU,48.1,136.1,19.74,87,5,9.31
528,Vilcun,CL,-38.65,-72.2333,75.94,8,2,7.83
529,Mehamn,NO,71.0357,27.8492,30.11,86,100,28.77
530,Dolores,AR,-36.3132,-57.6792,84.47,39,7,16.84
531,Kibondo,TZ,-3.5864,30.7203,62.29,92,95,2.26
532,Rexburg,US,43.826,-111.7897,26.01,73,100,6.91
533,Manta,EC,-0.95,-80.7333,83.98,65,20,4.61
534,Halifax,CA,44.6453,-63.5724,28.35,67,100,3.0
535,Uruguaiana,BR,-29.7547,-57.0883,87.73,55,75,9.22
536,Mabaruma,GY,8.2,-59.7833,86.0,66,40,11.5
537,Constitucion,CL,-35.3333,-72.4167,72.99,48,11,16.87
538,Beyneu,KZ,45.3167,55.2,43.75,77,100,10.69
539,Grindavik,IS,63.8424,-22.4338,43.27,87,75,4.61
540,Chirongui,YT,-12.9319,45.1483,84.13,79,100,14.56
541,Mount Pleasant,US,32.7941,-79.8626,81.09,36,0,13.8
542,Aksu,CN,41.1231,80.2644,45.5,41,7,3.2
543,Marabba,SD,12.35,32.1833,87.85,9,5,8.21
544,Stavern,NO,59.0,10.0333,32.72,51,82,8.08
545,Gorin,RU,51.1983,136.6669,11.59,97,80,6.53
546,Dongying,CN,37.4564,118.4856,47.61,47,3,6.51
547,Tuatapere,NZ,-46.1333,167.6833,48.38,86,100,2.15
548,Caravelas,BR,-17.7125,-39.2481,82.09,61,84,8.16
549,Haftoni,AZ,38.7632,48.7622,49.71,81,75,4.61
550,Bowen,AU,-20.0167,148.2333,76.12,80,100,10.54
551,Encantado,BR,-29.2361,-51.8697,85.6,83,97,4.88
552,Eregli,TR,37.5133,34.0467,51.06,66,100,2.66
553,Half Moon Bay,US,37.4636,-122.4286,53.42,79,100,21.85
554,Tiarei,PF,-17.5333,-149.3333,84.22,81,100,9.1
555,Belaya Gora,RU,68.5333,146.4167,-42.54,100,80,2.06
556,Puerto Suarez,BO,-18.95,-57.8,81.16,78,75,11.5
557,Pokhara,NP,28.2333,83.9833,62.49,36,0,6.15
558,Iwade,JP,34.25,135.3167,46.2,74,100,6.64
559,Dafeng,CN,23.4517,108.5881,65.97,49,0,2.48
560,Kieta,PG,-6.2167,155.6333,75.76,88,100,6.22
561,Flagstaff,US,35.1981,-111.6513,41.56,56,0,24.16
562,Northam,GB,51.0333,-4.2167,41.61,72,7,3.18
563,Okha,RU,53.5739,142.9478,12.06,91,84,7.45
564,Seminole,US,28.7086,-81.2081,91.02,54,0,20.71
565,Tall Kayf,TR,37.0833,41.0667,56.8,53,100,2.95
566,Biskamzha,RU,53.4497,89.5272,16.16,92,99,8.97
567,Jiaonan,CN,35.8786,119.9753,41.92,85,11,7.25
568,Cap-Aux-Meules,CA,47.3821,-61.8597,23.05,68,75,16.11
569,Bonoua,CI,5.2741,-3.595,82.02,79,33,8.43
570,Soyo,AO,-6.1349,12.3689,79.81,77,98,9.93
571,Ipixuna,BR,-1.7625,-48.8043,79.84,82,100,5.19
572,Kilifarevo,BG,42.9833,25.6333,47.21,93,100,0.0
573,Strazske,SK,48.8735,21.8367,38.46,66,47,11.36
574,Shemonaikha,KZ,50.6328,81.9056,5.81,95,50,4.25
575,Atherton,GB,53.5237,-2.4935,40.28,74,30,1.01
576,Ilo,PE,-17.6394,-71.3375,79.66,65,0,17.27
577,Alpena,US,45.0617,-83.4327,43.12,54,0,5.01
578,Tiznit,MA,29.5833,-9.5,58.62,82,100,4.65
579,Aykhal,RU,66.0,111.5,-2.38,95,100,17.27
580,Makamba,BI,-4.1348,29.804,62.74,91,51,3.49
581,Sekoma,BW,-24.4,23.8833,81.95,30,86,2.77
582,Sztum,PL,53.9208,19.0307,30.34,53,13,11.39
583,Beloha,MG,-25.1667,45.05,69.78,92,100,9.89
584,Vidim,RU,56.4088,103.1106,16.18,91,100,8.46
585,Corbu,RO,44.3833,28.65,40.32,87,5,10.36
586,Rodrigues Alves,BR,-7.738,-72.6509,84.47,64,94,3.67
587,Ballitoville,ZA,-29.539,31.2144,77.25,88,20,9.8
588,Marsh Harbour,BS,26.5412,-77.0636,79.43,69,100,10.42
589,San Rafael Del Sur,NI,11.8485,-86.4384,92.37,41,6,3.6
590,Japura,ID,-0.3167,102.35,70.47,99,99,2.19
591,Changji,CN,44.0167,87.3167,27.39,93,85,2.24
592,Garowe,SO,8.4054,48.4845,73.78,60,28,16.28
593,Gloversville,US,43.0528,-74.3438,37.02,93,100,4.61
594,Saint-Louis,SN,16.3333,-15.0,91.11,9,98,10.83
595,Parnarama,BR,-5.6817,-43.0933,92.08,46,65,2.93
596,Yate,GB,51.5407,-2.4184,40.08,73,18,1.01
597,Nhulunbuy,AU,-12.2333,136.7667,79.41,89,40,10.36
598,Rurrenabaque,BO,-14.4413,-67.5278,89.26,56,96,4.12
599,Mirabad,AF,30.4362,61.8383,72.61,33,27,7.78
600,Coahuayana,MX,18.7333,-103.6833,86.72,41,13,7.34
601,Podujevo,XK,42.9106,21.1931,43.97,84,100,1.79
602,Buritizeiro,BR,-17.3511,-44.9622,94.46,24,2,4.79
603,Verkhoyansk,RU,67.5447,133.385,-12.41,100,100,1.03
604,Goundam,ML,16.4145,-3.6708,86.13,10,100,5.82
605,Champerico,GT,14.3,-91.9167,84.47,62,6,13.56
606,Tupik,RU,54.4253,119.9327,22.17,82,99,7.58
607,Ellisras,ZA,-23.6649,27.7443,81.32,38,93,7.0
608,Hovd,MN,48.0056,91.6419,24.55,43,100,10.4
609,Lander,US,42.833,-108.7307,17.11,57,0,4.61
610,Sorgun,TR,39.8101,35.186,47.52,67,100,8.43
611,Bonthe,SL,7.5264,-12.505,80.06,81,21,8.81
612,Nchelenge,ZM,-9.3451,28.734,73.26,77,79,4.72
613,Wasilla,US,61.5814,-149.4394,11.52,67,0,4.61
614,Labuhan,ID,-6.8844,112.2051,76.96,84,97,8.14
615,Great Yarmouth,GB,52.6083,1.7305,42.46,88,100,10.96
616,North Bend,US,43.4065,-124.2243,44.08,94,40,10.36
617,Indianola,US,41.3581,-93.5574,52.29,64,100,5.01
618,Bayir,TR,37.2687,28.2167,48.72,90,100,3.89
619,Gorontalo,ID,0.5412,123.0595,73.67,94,89,4.07
620,Nicholasville,US,37.8806,-84.573,55.54,48,0,3.44
621,Edd,ER,13.9297,41.6925,85.73,32,0,19.69
622,Worthington,US,40.0931,-83.018,52.21,62,0,8.05
623,Seryshevo,RU,51.0933,128.3786,29.01,82,13,15.35
624,Barra Do Garcas,BR,-15.89,-52.2567,89.31,53,56,3.69
625,Adre,TD,13.4667,22.2,78.91,11,26,10.54
626,Briancon,FR,44.9,6.65,38.95,92,24,3.2
627,Rio Grande,BR,-32.035,-52.0986,77.11,82,94,10.47
628,Hambantota,LK,6.1241,81.1185,75.54,100,75,2.3
629,Chicama,PE,-7.8447,-79.1469,79.34,55,90,10.89
630,Pauini,BR,-7.7136,-66.9764,84.31,85,96,2.17
631,Delta Del Tigre,UY,-34.7633,-56.3853,84.61,58,0,5.75
632,Maceio,BR,-9.6658,-35.7353,87.24,62,40,12.66
633,Novato,US,38.1074,-122.5697,50.14,86,75,10.36
634,Grootegast,NL,53.2125,6.2736,40.98,49,100,3.0
635,Gwanda,ZW,-20.9333,29.0,70.11,63,0,7.56
636,Marrakesh,MA,31.6315,-8.0083,69.87,49,40,5.75
637,Farnworth,GB,53.55,-2.4,39.81,71,41,4.52
638,Bratsk,RU,56.1325,101.6142,19.89,86,96,9.95
639,Rafaela,AR,-31.2503,-61.4867,101.62,20,5,5.32
640,Sinnar,SD,13.5691,33.5672,89.58,9,1,8.48
641,Reims,FR,49.1667,4.0833,40.78,75,100,4.61
642,Alofi,NU,-19.0595,-169.9187,81.61,79,100,13.76
643,Yerbogachen,RU,61.2767,108.0108,12.33,93,100,6.42
644,Itupiranga,BR,-5.1347,-49.3267,89.92,87,99,2.66
645,San Jose,US,37.3394,-121.895,54.21,70,75,18.41
646,Amahai,ID,-3.3333,128.9167,78.1,84,100,5.77
647,Penukonda,IN,14.0833,77.5833,71.06,43,0,6.73
648,Fereydunshahr,IR,32.941,50.121,31.06,86,0,6.02
649,Harper,LR,4.375,-7.7169,81.0,81,4,6.55
650,Roald,NO,62.5833,6.1333,36.75,74,75,19.57
651,Saraland,US,30.8207,-88.0706,78.82,37,0,5.32
652,Mahbubabad,IN,17.6167,80.0167,73.51,52,0,5.08
653,Martina Franca,IT,40.7031,17.3339,45.09,96,100,0.54
654,Ciudad Real,ES,39.0,-4.0,51.91,35,3,2.8
655,Tortoli,IT,39.9256,9.6572,49.64,82,100,3.76
656,Husavik,IS,66.0449,-17.3389,33.84,87,100,8.12
657,Victor Harbor,AU,-35.5667,138.6167,65.68,73,21,3.58
658,Surt,LY,31.2089,16.5887,59.32,60,2,6.17
659,Arkansas City,US,37.062,-97.0384,63.52,36,20,12.66
660,Poum,NC,-20.2333,164.0167,80.17,78,7,6.2
661,Sept-Iles,CA,50.2001,-66.3821,28.06,48,37,3.0
662,Noumea,NC,-22.2763,166.4572,80.01,99,34,10.16
663,Coihaique,CL,-45.5752,-72.0662,52.41,76,100,2.3
664,Manbij,SY,36.5281,37.9549,52.16,63,7,10.04
665,Aktash,RU,50.3,87.7333,4.66,81,100,4.41
666,Hanzhong,CN,33.0728,107.0303,53.24,56,3,2.13
667,Aguimes,ES,27.9054,-15.4461,65.03,68,20,18.41
668,Panama City,PA,8.9936,-79.5197,92.28,57,40,8.05
669,Najran,SA,17.4924,44.1277,72.46,27,98,11.41
670,Dhidhdhoo,MV,6.8833,73.1,81.16,69,8,3.91
671,Dwarka,IN,22.2394,68.9678,77.38,62,0,9.53
672,Am Timan,TD,11.0297,20.2827,91.09,10,43,5.21
673,Thunder Bay,CA,48.4001,-89.3168,34.32,90,66,4.9
674,Sambava,MG,-14.2667,50.1667,78.37,89,100,7.96
675,Senador Guiomard,BR,-10.1522,-67.7392,74.95,64,100,3.96
676,Lahat,ID,-3.8,103.5333,70.77,97,100,1.77
677,Winkler,CA,49.1817,-97.941,32.18,81,61,5.99
678,Griffith,US,41.5284,-87.4237,50.9,74,0,11.5
679,Goderich,CA,43.7501,-81.7165,36.91,92,67,9.86
680,Bhander,IN,25.7333,78.75,73.31,31,0,4.74
681,Kingston,JM,17.997,-76.7936,88.25,51,20,26.46
682,Smalininkai,LT,55.0735,22.5793,30.18,70,100,17.31
683,Port Macquarie,AU,-31.4333,152.9167,60.89,90,1,4.45
684,Mahina,PF,-17.5065,-149.489,83.97,74,40,5.75
685,Ust-Tsilma,RU,65.441,52.1498,-15.25,100,100,2.55
